"codigounic,""COMUNA_SII"",""MANZ"",""PREDIO"",""AVALUO"",""SUP_TERR"",""ANO_CONSTR"",""SUP_CONSTR"",""UF_TRANS"",""COMUNA"",""Casas_UFPr"",""Depto_UFPr"",""IMORANCASA"",""IMORANDPTO"",""Ten_Metro"",""Ten_MetroC"""
"13101-699-429,13101,699,429,9764476,0,2011,19,830,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-429,13101,699,429,9764476,0,2011,19,833,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-430,13101,699,430,9764476,0,2011,19,873,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-431,13101,699,431,9764476,0,2011,19,704,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-433,13101,699,433,13763723,0,2011,27,816,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-434,13101,699,434,10171381,0,2011,20,840,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-434,13101,699,434,10171381,0,2011,20,854,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-435,13101,699,435,10171381,0,2011,20,854,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-436,13101,699,436,10171381,0,2011,20,900,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-437,13101,699,437,10171381,0,2011,20,878,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-438,13101,699,438,10171381,0,2011,20,895,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-439,13101,699,439,10171381,0,2011,20,821,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-440,13101,699,440,13763723,0,2011,27,1067,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-441,13101,699,441,13763723,0,2011,27,1046,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-442,13101,699,442,17337381,0,2011,34,1372,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-443,13101,699,443,17337381,0,2011,34,1360,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-444,13101,699,444,24440532,0,2011,48,1980,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-446,13101,699,446,17311902,0,2011,34,1287,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-447,13101,699,447,17311902,0,2011,34,1267,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-448,13101,699,448,13743340,0,2011,27,1120,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-449,13101,699,449,13743340,0,2011,27,762,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-450,13101,699,450,9764476,0,2011,19,845,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-451,13101,699,451,9764476,0,2011,19,845,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-452,13101,699,452,9764476,0,2011,19,845,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-453,13101,699,453,9764476,0,2011,19,833,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-454,13101,699,454,9764476,0,2011,19,873,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-455,13101,699,455,9764476,0,2011,19,873,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-456,13101,699,456,13763723,0,2011,27,964,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-457,13101,699,457,13763723,0,2011,27,1034,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-458,13101,699,458,10171381,0,2011,20,851,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-459,13101,699,459,10171381,0,2011,20,891,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-46,13101,699,46,10171381,0,2011,20,816,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-460,13101,699,460,10171381,0,2011,20,760,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-461,13101,699,461,10171381,0,2011,20,880,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-462,13101,699,462,10171381,0,2011,20,1668,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-463,13101,699,463,10171381,0,2011,20,880,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-464,13101,699,464,13763723,0,2011,27,1160,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-465,13101,699,465,13763723,0,2011,27,1150,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-466,13101,699,466,17337381,0,2011,34,1360,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-467,13101,699,467,17337381,0,2011,34,1360,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-468,13101,699,468,24440532,0,2011,48,1680,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-469,13101,699,469,13829970,0,2011,27,1041,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-47,13101,699,47,10171381,0,2011,20,816,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-470,13101,699,470,17311902,0,2011,34,1142,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-471,13101,699,471,17311902,0,2011,34,2534,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-472,13101,699,472,13743340,0,2011,27,1042,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-473,13101,699,473,13743340,0,2011,27,1138,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-474,13101,699,474,9764476,0,2011,19,883,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-474,13101,699,474,9764476,0,2011,19,853,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-475,13101,699,475,9764476,0,2011,19,1708,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-476,13101,699,476,9764476,0,2011,19,891,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-477,13101,699,477,9764476,0,2011,19,834,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-478,13101,699,478,9764476,0,2011,19,873,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-479,13101,699,479,9764476,0,2011,19,873,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-48,13101,699,48,10171381,0,2011,20,800,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-480,13101,699,480,13763723,0,2011,27,1139,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-481,13101,699,481,13763723,0,2011,27,2084,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-482,13101,699,482,10171381,0,2011,20,834,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-483,13101,699,483,10171381,0,2011,20,880,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-484,13101,699,484,10171381,0,2011,20,900,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-485,13101,699,485,10171381,0,2011,20,834,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-486,13101,699,486,10171381,0,2011,20,834,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-487,13101,699,487,10171381,0,2011,20,880,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-488,13101,699,488,13763723,0,2011,27,2268,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-489,13101,699,489,13763723,0,2011,27,1150,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-49,13101,699,49,10171381,0,2011,20,800,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-490,13101,699,490,17337381,0,2011,34,1278,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-491,13101,699,491,17337381,0,2011,34,1310,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-491,13101,699,491,17337381,0,2011,34,1142,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-492,13101,699,492,24440532,0,2011,48,1700,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-494,13101,699,494,17311902,0,2011,34,1142,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-495,13101,699,495,17311902,0,2011,34,1287,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-496,13101,699,496,13743340,0,2011,27,1171,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-497,13101,699,497,13743340,0,2011,27,1040,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-498,13101,699,498,9764476,0,2011,19,834,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-499,13101,699,499,9764476,0,2011,19,845,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-50,13101,699,50,10171381,0,2011,20,800,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-500,13101,699,500,9764476,0,2011,19,950,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-501,13101,699,501,9764476,0,2011,19,834,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-502,13101,699,502,9764476,0,2011,19,834,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-503,13101,699,503,9764476,0,2011,19,777,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-504,13101,699,504,13763723,0,2011,27,1100,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-505,13101,699,505,13763723,0,2011,27,1029,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-506,13101,699,506,10171381,0,2011,20,834,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-507,13101,699,507,10171381,0,2011,20,880,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-508,13101,699,508,10171381,0,2011,20,760,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-509,13101,699,509,10171381,0,2011,20,834,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-51,13101,699,51,10171381,0,2011,20,800,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-510,13101,699,510,10171381,0,2011,20,890,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-511,13101,699,511,10171381,0,2011,20,880,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-512,13101,699,512,13763723,0,2011,27,1178,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-513,13101,699,513,13763723,0,2011,27,1150,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-515,13101,699,515,17337381,0,2011,34,1209,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-516,13101,699,516,24440532,0,2011,48,1757,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-517,13101,699,517,13829970,0,2011,27,1200,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-518,13101,699,518,17311902,0,2011,34,1420,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-519,13101,699,519,17311902,0,2011,34,1312,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-52,13101,699,52,13763723,0,2011,27,1040,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-520,13101,699,520,13743340,0,2011,27,1171,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-522,13101,699,522,9764476,0,2011,19,1130,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-522,13101,699,522,9764476,0,2011,19,1130,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-522,13101,699,522,9764476,0,2011,19,845,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-523,13101,699,523,9764476,0,2011,19,905,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-524,13101,699,524,9764476,0,2011,19,950,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-525,13101,699,525,9764476,0,2011,19,834,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-526,13101,699,526,9764476,0,2011,19,834,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-527,13101,699,527,9764476,0,2011,19,835,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-528,13101,699,528,13763723,0,2011,27,1139,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-529,13101,699,529,13763723,0,2011,27,1034,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-53,13101,699,53,13763723,0,2011,27,1062,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-530,13101,699,530,10171381,0,2011,20,844,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-531,13101,699,531,10171381,0,2011,20,880,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-532,13101,699,532,10171381,0,2011,20,760,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-533,13101,699,533,10171381,0,2011,20,834,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-534,13101,699,534,10171381,0,2011,20,890,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-535,13101,699,535,10171381,0,2011,20,880,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-536,13101,699,536,13763723,0,2011,27,1175,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-537,13101,699,537,13763723,0,2011,27,1143,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-538,13101,699,538,17337381,0,2011,34,1312,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-539,13101,699,539,17337381,0,2011,34,1209,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-54,13101,699,54,17337381,0,2011,34,1700,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-54,13101,699,54,17337381,0,2011,34,1200,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-541,13101,699,541,13829970,0,2011,27,1145,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-542,13101,699,542,17311902,0,2011,34,1140,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-543,13101,699,543,17311902,0,2011,34,1543,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-544,13101,699,544,13743340,0,2011,27,1171,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-545,13101,699,545,13743340,0,2011,27,1130,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-545,13101,699,545,13743340,0,2011,27,1142,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-546,13101,699,546,9764476,0,2011,19,845,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-547,13101,699,547,9764476,0,2011,19,905,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-548,13101,699,548,9764476,0,2011,19,905,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-549,13101,699,549,9764476,0,2011,19,748,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-55,13101,699,55,17337381,0,2011,34,1285,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-550,13101,699,550,9764476,0,2011,19,891,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-551,13101,699,551,9764476,0,2011,19,835,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-552,13101,699,552,13763723,0,2011,27,1142,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-553,13101,699,553,13763723,0,2011,27,1084,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-56,13101,699,56,24440532,0,2011,48,1616,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-57,13101,699,57,13829970,0,2011,27,1080,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-58,13101,699,58,17311902,0,2011,34,1545,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-58,13101,699,58,17311902,0,2011,34,1200,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-59,13101,699,59,17311902,0,2011,34,1200,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-60,13101,699,60,13743340,0,2011,27,1040,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-61,13101,699,61,13743340,0,2011,27,1090,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-62,13101,699,62,9764476,0,2011,19,800,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-63,13101,699,63,9764476,0,2011,19,800,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-64,13101,699,64,9764476,0,2011,19,800,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-65,13101,699,65,9764476,0,2011,19,800,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-66,13101,699,66,9764476,0,2011,19,800,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-67,13101,699,67,9764476,0,2011,19,800,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-68,13101,699,68,23936804,0,2011,47,800,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-69,13101,699,69,23899434,0,2011,47,800,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-70,13101,699,70,13763723,0,2011,27,1090,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-71,13101,699,71,13763723,0,2011,27,1090,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-72,13101,699,72,22987102,0,2011,45,1500,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-73,13101,699,73,23477240,0,2011,46,1500,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-74,13101,699,74,10171381,0,2011,20,880,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-75,13101,699,75,10171381,0,2011,20,834,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-76,13101,699,76,10171381,0,2011,20,816,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-76,13101,699,76,10171381,0,2011,20,743,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-76,13101,699,76,10171381,0,2011,20,816,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-77,13101,699,77,10171381,0,2011,20,816,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-80,13101,699,80,13763723,0,2011,27,1044,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-81,13101,699,81,13763723,0,2011,27,2268,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-82,13101,699,82,17337381,0,2011,34,1315,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-82,13101,699,82,17337381,0,2011,34,1000,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-83,13101,699,83,17337381,0,2011,34,1353,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-84,13101,699,84,24440532,0,2011,48,1980,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-85,13101,699,85,13829970,0,2011,27,1030,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-86,13101,699,86,17311902,0,2011,34,1208,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-87,13101,699,87,17311902,0,2011,34,1223,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-88,13101,699,88,13743340,0,2011,27,1102,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-89,13101,699,89,13743340,0,2011,27,1171,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-9,13101,699,9,40962449,326,1930,187,3018,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-9,13101,699,9,40962449,326,1930,187,1007,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-91,13101,699,91,9764476,0,2011,19,950,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-92,13101,699,92,9764476,0,2011,19,832,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-93,13101,699,93,9764476,0,2011,19,880,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-94,13101,699,94,9764476,0,2011,19,614,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-95,13101,699,95,9764476,0,2011,19,578,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-95,13101,699,95,9764476,0,2011,19,595,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-97,13101,699,97,23899434,0,2011,47,1841,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-98,13101,699,98,13763723,0,2011,27,970,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-699-99,13101,699,99,13763723,0,2011,27,2084,""SANTIAGO"",8.47510949048,15.8330641964,0.303347281017,-0.0117284706494,0,0"
"13101-7-103,13101,7,103,65931718,0,1958,111,3533,""SANTIAGO"",15.4796284415,23.5039983166,0.00604273155501,0.295378487906,1,1"
"13101-7-110,13101,7,110,41335199,0,1942,108,2381,""SANTIAGO"",15.4796284415,23.5039983166,0.00604273155501,0.295378487906,1,1"
"13101-7-111,13101,7,111,15309368,0,1942,40,1262,""SANTIAGO"",15.4796284415,23.5039983166,0.00604273155501,0.295378487906,1,1"
"13101-7-114,13101,7,114,23276387,0,1930,78,2189,""SANTIAGO"",15.4796284415,23.5039983166,0.00604273155501,0.295378487906,1,1"
