"codigounic,""COMUNA_SII"",""MANZ"",""PREDIO"",""AVALUO"",""SUP_TERR"",""ANO_CONSTR"",""SUP_CONSTR"",""UF_TRANS"",""COMUNA"",""Casas_UFPr"",""Depto_UFPr"",""IMORANCASA"",""IMORANDPTO"",""Ten_Metro"",""Ten_MetroC"""
"13101-405-285,13101,405,285,58970637,0,2012,79,2978,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-286,13101,405,286,57491994,0,2012,77,3190,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-287,13101,405,287,47013498,0,2012,63,2598,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-289,13101,405,289,23077887,0,2012,31,1015,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-290,13101,405,290,26173840,0,2012,35,1310,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-292,13101,405,292,33061332,0,2012,44,1626,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-293,13101,405,293,26173840,0,2012,35,1261,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-294,13101,405,294,39473086,0,2012,53,2060,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-295,13101,405,295,52399109,0,2012,72,2371,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-296,13101,405,296,42870069,0,2012,59,2385,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-297,13101,405,297,66163540,0,2012,91,3204,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-299,13101,405,299,25550786,0,2012,34,1455,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-300,13101,405,300,26173840,0,2012,35,2019,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-301,13101,405,301,33061332,0,2012,44,1688,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-302,13101,405,302,33061332,0,2012,44,1834,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-303,13101,405,303,26173840,0,2012,35,1218,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-304,13101,405,304,32301744,0,2012,43,3343,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-305,13101,405,305,21635512,0,2012,29,948,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-306,13101,405,306,36044217,0,2012,48,1662,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-307,13101,405,307,40168674,0,2012,54,1736,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-308,13101,405,308,58970637,0,2012,79,2989,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-309,13101,405,309,57491994,0,2012,77,3047,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-310,13101,405,310,47013498,0,2012,63,2618,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-311,13101,405,311,47788020,0,2012,64,2559,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-312,13101,405,312,23077887,0,2012,31,1025,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-313,13101,405,313,26173840,0,2012,35,1301,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-314,13101,405,314,33061332,0,2012,44,1795,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-315,13101,405,315,33061332,0,2012,44,1918,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-316,13101,405,316,26173840,0,2012,35,1370,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-317,13101,405,317,39473086,0,2012,53,1940,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-318,13101,405,318,45118852,0,2012,61,2827,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-319,13101,405,319,37034321,0,2012,50,1687,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-320,13101,405,320,26173840,0,2012,35,1147,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-321,13101,405,321,33061332,0,2012,44,1623,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-322,13101,405,322,33061332,0,2012,44,1752,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-323,13101,405,323,26173840,0,2012,35,1268,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-324,13101,405,324,32301744,0,2012,43,1667,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-325,13101,405,325,21635512,0,2012,29,1001,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-326,13101,405,326,36044217,0,2012,48,2451,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-327,13101,405,327,40168674,0,2012,54,2421,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-328,13101,405,328,58970637,0,2012,79,3043,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-329,13101,405,329,57491994,0,2012,77,3314,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-330,13101,405,330,47013498,0,2012,63,3040,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-331,13101,405,331,47788020,0,2012,64,2565,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-332,13101,405,332,23077887,0,2012,31,1166,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-333,13101,405,333,26173840,0,2012,35,1229,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-334,13101,405,334,33061332,0,2012,44,1770,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-335,13101,405,335,33061332,0,2012,44,1705,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-336,13101,405,336,26173840,0,2012,35,1396,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-336,13101,405,336,26173840,0,2012,35,1375,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-337,13101,405,337,39473086,0,2012,53,1854,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-338,13101,405,338,48921059,0,2012,66,2326,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-339,13101,405,339,40049206,0,2012,54,1967,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-340,13101,405,340,26173840,0,2012,35,1421,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-341,13101,405,341,33061332,0,2012,44,1720,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-342,13101,405,342,33061332,0,2012,44,1694,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-343,13101,405,343,26173840,0,2012,35,1556,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-344,13101,405,344,32301744,0,2012,43,1526,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-345,13101,405,345,21635512,0,2012,29,1011,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-346,13101,405,346,32298047,0,2012,48,1655,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-347,13101,405,347,40168674,0,2012,54,1830,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-348,13101,405,348,58970637,0,2012,79,3206,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-349,13101,405,349,57491994,0,2012,77,3286,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-350,13101,405,350,47013498,0,2012,63,3012,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-351,13101,405,351,47788020,0,2012,64,2335,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-353,13101,405,353,26173840,0,2012,35,1428,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-354,13101,405,354,33061332,0,2012,44,2000,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-355,13101,405,355,33061332,0,2012,44,1949,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-356,13101,405,356,26173840,0,2012,35,1414,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-357,13101,405,357,39473086,0,2012,53,1888,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-358,13101,405,358,48921059,0,2012,66,2553,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-359,13101,405,359,40049206,0,2012,54,2015,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-360,13101,405,360,26173840,0,2012,35,1419,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-360,13101,405,360,26173840,0,2012,35,1533,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-361,13101,405,361,33061332,0,2012,44,1727,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-362,13101,405,362,33061332,0,2012,44,1836,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-363,13101,405,363,26173840,0,2012,35,1257,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-364,13101,405,364,32301744,0,2012,43,1928,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-365,13101,405,365,21635512,0,2012,29,1016,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-366,13101,405,366,36044217,0,2012,48,2016,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-367,13101,405,367,40168674,0,2012,54,2372,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-368,13101,405,368,58970637,0,2012,79,3328,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-369,13101,405,369,57491994,0,2012,77,3225,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-370,13101,405,370,47013498,0,2012,63,3107,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-371,13101,405,371,47788020,0,2012,64,2719,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-372,13101,405,372,23077887,0,2012,31,1398,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-373,13101,405,373,26173840,0,2012,35,1246,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-374,13101,405,374,33061332,0,2012,44,1764,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-375,13101,405,375,33061332,0,2012,44,1727,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-376,13101,405,376,28093858,0,2012,35,1248,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-377,13101,405,377,32301744,0,2012,43,2002,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-378,13101,405,378,21635512,0,2012,29,1377,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-379,13101,405,379,36044217,0,2012,48,2045,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-381,13101,405,381,58970637,0,2012,79,3152,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-382,13101,405,382,57491994,0,2012,77,3171,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-384,13101,405,384,47788020,0,2012,64,2650,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-385,13101,405,385,23077887,0,2012,31,1420,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-387,13101,405,387,33061332,0,2012,44,1898,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-388,13101,405,388,33061332,0,2012,44,1797,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-388,13101,405,388,33061332,0,2012,44,2707,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-389,13101,405,389,26261307,0,2012,35,1427,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-390,13101,405,390,26261307,0,2012,35,1315,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-393,13101,405,393,26173840,0,2012,35,1200,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-394,13101,405,394,32301744,0,2012,43,1634,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-395,13101,405,395,21635512,0,2012,29,1268,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-396,13101,405,396,36044217,0,2012,48,2060,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-397,13101,405,397,40168674,0,2012,54,2426,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-398,13101,405,398,58970637,0,2012,79,2880,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-399,13101,405,399,57491994,0,2012,77,3128,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-40,13101,405,40,30990606,0,1946,92,1172,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-400,13101,405,400,47013498,0,2012,63,2392,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-401,13101,405,401,47788020,0,2012,64,2645,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-402,13101,405,402,23077887,0,2012,31,1203,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-41,13101,405,41,14147771,0,1946,42,884,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-45,13101,405,45,36710267,0,1985,99,2388,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-60,13101,405,60,12463720,0,1946,37,264,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-67,13101,405,67,26457264,0,1965,68,1211,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-82,13101,405,82,26457264,0,1965,68,1615,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-87,13101,405,87,24603293,0,1972,61,795,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-405-97,13101,405,97,24603293,0,1972,61,820,""SANTIAGO"",18.7596611197,21.4558907552,-0.0357969088493,0.22098204164,1,1"
"13101-409-11,13101,409,11,43650362,85,2011,177,3600,""SANTIAGO"",19.4632650133,22.8593691044,-0.0498679759249,0.275428036413,1,1"
"13101-409-46,13101,409,46,17007315,0,1997,35,942,""SANTIAGO"",19.4632650133,22.8593691044,-0.0498679759249,0.275428036413,1,1"
"13101-409-47,13101,409,47,40330789,0,1997,83,2381,""SANTIAGO"",19.4632650133,22.8593691044,-0.0498679759249,0.275428036413,1,1"
"13101-409-52,13101,409,52,16035438,0,1997,33,937,""SANTIAGO"",19.4632650133,22.8593691044,-0.0498679759249,0.275428036413,1,1"
"13101-409-55,13101,409,55,17007315,0,1997,35,956,""SANTIAGO"",19.4632650133,22.8593691044,-0.0498679759249,0.275428036413,1,1"
"13101-409-56,13101,409,56,40330789,0,1997,83,2385,""SANTIAGO"",19.4632650133,22.8593691044,-0.0498679759249,0.275428036413,1,1"
"13101-409-66,13101,409,66,29154731,0,1997,60,1532,""SANTIAGO"",19.4632650133,22.8593691044,-0.0498679759249,0.275428036413,1,1"
"13101-409-67,13101,409,67,40747849,0,1997,84,442,""SANTIAGO"",19.4632650133,22.8593691044,-0.0498679759249,0.275428036413,1,1"
"13101-409-7,13101,409,7,70634572,278,1930,132,4599,""SANTIAGO"",19.4632650133,22.8593691044,-0.0498679759249,0.275428036413,1,1"
"13101-409-7,13101,409,7,70634572,278,1930,132,5182,""SANTIAGO"",19.4632650133,22.8593691044,-0.0498679759249,0.275428036413,1,1"
"13101-409-70,13101,409,70,16035438,0,1997,33,981,""SANTIAGO"",19.4632650133,22.8593691044,-0.0498679759249,0.275428036413,1,1"
"13101-409-77,13101,409,77,17007315,0,1997,35,1400,""SANTIAGO"",19.4632650133,22.8593691044,-0.0498679759249,0.275428036413,1,1"
"13101-409-80,13101,409,80,16035438,0,1997,33,981,""SANTIAGO"",19.4632650133,22.8593691044,-0.0498679759249,0.275428036413,1,1"
"13101-409-90,13101,409,90,36929740,0,1997,76,2061,""SANTIAGO"",19.4632650133,22.8593691044,-0.0498679759249,0.275428036413,1,1"
"13101-409-91,13101,409,91,17007315,0,1997,35,840,""SANTIAGO"",19.4632650133,22.8593691044,-0.0498679759249,0.275428036413,1,1"
"13101-409-92,13101,409,92,40330789,0,1997,83,2570,""SANTIAGO"",19.4632650133,22.8593691044,-0.0498679759249,0.275428036413,1,1"
"13101-409-93,13101,409,93,29154731,0,1997,60,1427,""SANTIAGO"",19.4632650133,22.8593691044,-0.0498679759249,0.275428036413,1,1"
"13101-412-123,13101,412,123,6430203,0,1943,42,950,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-13,13101,412,13,10396854,0,1956,39,1135,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-130,13101,412,130,9723909,0,1943,46,805,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-131,13101,412,131,7446840,0,1938,39,2444,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-137,13101,412,137,10830553,0,1938,39,509,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-169,13101,412,169,27817696,0,1993,67,1950,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-177,13101,412,177,17970003,0,1993,44,1700,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-184,13101,412,184,17970003,0,1993,44,1183,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-19,13101,412,19,10396854,0,1956,39,443,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-19,13101,412,19,10396854,0,1956,39,443,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-191,13101,412,191,17970003,0,1993,44,1248,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-192,13101,412,192,17970003,0,1993,44,1627,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-20,13101,412,20,11196666,0,1956,42,646,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-202,13101,412,202,19682201,0,1993,48,984,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-210,13101,412,210,19682201,0,1993,48,801,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-221,13101,412,221,24820158,0,1993,60,1547,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-239,13101,412,239,19682201,0,1993,48,886,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-246,13101,412,246,19682201,0,1993,48,849,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-246,13101,412,246,19682201,0,1993,48,1074,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-3,13101,412,3,12029474,0,1938,63,685,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-3,13101,412,3,12029474,0,1938,63,1397,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-339,13101,412,339,16265472,0,2001,31,1091,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-358,13101,412,358,16265472,0,2001,31,1036,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-359,13101,412,359,27159283,0,2001,51,815,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-364,13101,412,364,32868493,0,2001,61,1853,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-368,13101,412,368,32868493,0,2001,61,1549,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-377,13101,412,377,20203308,0,2001,39,1378,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-383,13101,412,383,27520360,0,2001,52,1622,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-383,13101,412,383,27520360,0,2001,52,1027,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-397,13101,412,397,32868493,0,2001,61,2397,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-425,13101,412,425,27159283,0,2001,51,1544,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-430,13101,412,430,32868493,0,2001,61,1482,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-430,13101,412,430,32868493,0,2001,61,1950,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-446,13101,412,446,16265472,0,2001,31,1041,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-446,13101,412,446,16265472,0,2001,31,885,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-449,13101,412,449,27520360,0,2001,52,1530,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-457,13101,412,457,16265472,0,2001,31,950,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-470,13101,412,470,26447613,0,2001,50,1399,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-482,13101,412,482,27520360,0,2001,52,1515,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-483,13101,412,483,25364382,0,2001,47,1406,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-485,13101,412,485,32868493,0,2001,61,2146,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-485,13101,412,485,32868493,0,2001,61,2075,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-5,13101,412,5,7303000,0,1947,37,1240,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-502,13101,412,502,26447613,0,2001,50,1418,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-508,13101,412,508,17335659,0,2001,33,991,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-508,13101,412,508,17335659,0,2001,33,1004,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-51,13101,412,51,16429628,0,1953,63,762,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-516,13101,412,516,32868493,0,2001,61,1958,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-548,13101,412,548,17873312,0,2001,34,980,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-563,13101,412,563,25899476,0,2001,48,1715,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
"13101-412-570,13101,412,570,25899476,0,2001,48,1799,""SANTIAGO"",11.8483266764,23.466055589,0.0105250578389,0.333273613034,1,1"
